Name,Country,Zip Code,City,Street Address,District,Phone Number 1,Phone Number 2,Website,Facebook,Instagram,YouTube,Phone Number 3,Phone Number 4,Phone Number 5,Phone Number 6,Phone Number 7
«ՕՐԻՈՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արմավիրի մարզ, Էջմիածին,"Չարենցի փող., 11/1 շենք",(Վաղարշապատ համայնք),37499228011,37493228211,Spyur,https://www.facebook.com/%D5%95%D5%90%D4%BB%D5%88%D5%86-%D5%8D%D5%BF%D5%B8%D5%B4%D5%A1%D5%BF%D5%B8%D5%AC%D5%B8%D5%A3%D5%AB%D5%A1%D5%AF%D5%A1%D5%B6-%D4%BF%D5%AC%D5%AB%D5%B6%D5%AB%D5%AF%D5%A1-ORION-528606853969388,,,,,,,
«ԱՆԻ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0033, Երևան,"Գյուլբենկյան փող., 37 շենք",(Արաբկիր վարչ. շրջան),37410229030,37441220722,Spyur,https://www.facebook.com/anidentalclinic/,,,37491483954,37494483954,,,
ԷՄՄԱ ԱՀԱՐՈՆՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0052, Երևան,"Ռուբինյանց փող., 47/1 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37410240536,37495240536,Spyur,,,,,,,,
«ՍԹԱՐ ՍՄԱՅԼ»,Հայաստան, 0009, Երևան,"Իսահակյան փող., 36/2 շենք",(Կենտրոն վարչ. շրջան),37495960660,37444960660,Spyur,https://www.facebook.com/SmileDent.am?fref=ts,,,,,,,
«ԱՏԼԱՆՏԻՍ ԷՌ ԴԵՆՏԱ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0002, Երևան,"Եզնիկ Կողբացու փող., 49 շենք",(Կենտրոն վարչ. շրջան),37410532629,37494205555,Spyur,,,,,,,,
«ՄԱԿՐՈԴԵՆՏ» ԳԵՐՄԱՆԱԿԱՆ ԻՄՊԼԱՆՏՈԼՈԳԻԱՅԻ ԿԵՆՏՐՈՆ,Հայաստան, 0001, Երևան,"Հանրապետության փող., 82բ շենք (Խանջյան փող. խաչմերուկում)",(Կենտրոն վարչ. շրջան),37494777726,,Spyur,,,,,,,,
«ԼՅՈՒՔՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ («ԱՌԱՔԵԼ ԹՈՐՈՍՅԱՆ» սահմանափակ պատասխանատվությամբ ընկերություն),Հայաստան, 0026, Երևան,"Արշակունյաց պող., 32 շենք, տարածք 133",(Շենգավիթ վարչ. շրջան),37410444613,37493208844,Spyur,,,,,,,,
«ՍՏՈՄԻՈՆ ՕՐԹՈԴՈՆՏԻԿՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0025, Երևան,"Կորյունի փող., 5 շենք, 1-ին հարկ",(Կենտրոն վարչ. շրջան),37491405679,,Spyur,,,,,,,,
ԷՐԻԿ ԲԵԳԼԱՐՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0032, Երևան,"Միքայելյան փող., 1/3 շենք",(Մալաթիա-Սեբաստիա վարչ. շրջան),37498808881,,Spyur,,,,,,,,
«ԷԼ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0070, Երևան,"Վարդանանց փող., 107/1 շենք",(Կենտրոն վարչ. շրջան),37410578557,37477228723,Spyur,,,,37494228723,,,,
«ԱՐՄԱՆԻ ԴԵՆՏ ԿԼԻՆԻԿ»,Հայաստան, 0006, Երևան,"Մանթաշյան փող., 26/16 շենք",(Շենգավիթ վարչ. շրջան),37499650550,,Spyur,,,,,,,,
«ՎՐԵԺ ԴԱՐԿՈՍՅԱՆ - ԱՏԱՄՆԱԲՈՒՅԺ»,Հայաստան, 0039, Երևան,"Չեխովի փող., 14 շենք",(Շենգավիթ վարչ. շրջան),37493316677,,Spyur,https://www.facebook.com/Dr.Vrej.D,,,,,,,
«ՅՈՒՆԻ ԴԵՆՏ»,Հայաստան, Շիրակի մարզ, Գյումրի,"Գորկու փող., 74/4 շենք",,37493064296,,Spyur,,,,,,,,
«ԱԿՌԱ» ԷՍԹԵՏԻԿ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0002, Երևան,"Սարյան փող., 28/4 շենք",(Կենտրոն վարչ. շրջան),37491838000,37496878555,Spyur,https://www.facebook.com/akrastom/,,,,,,,
«ԴԱՅՄՈՆԴ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Շիրակի մարզ, Գյումրի,"Մովսես Խորենացու փող., 26-41 շենք",,37491696919,,Spyur,https://www.facebook.com/diamonddentgyumri/?fref=ts,,,,,,,
«ԴՈՆԻՄԱՆՈ»,Հայաստան, 0010, Երևան,"Վարդանանց փող., 18/1 շենք",(Կենտրոն վարչ. շրջան),37498130130,,http://www.implants.am,https://www.facebook.com/implants.am/?fref=ts,,,,,,,
«ԴԱՅՄՈՆԴ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0056, Երևան,"Նոր Նորքի 1-ին զանգված, Նանսենի փող., 4 շենք, բն.45/1",(Նոր Նորք վարչ. շրջան),37410673767,37494638478,Spyur,,,,37491673766,,,,
ԷԴՈՒԱՐԴ ԿԱՏՎԱԼՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, Երևան,,,,37410455543,37493551910,Spyur,,,,,,,,
«ՇԱՄՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0037, Երևան,"Բաբայան փող., 12 շենք",(Արաբկիր վարչ. շրջան),37410255588,37494090802,Spyur,https://www.facebook.com/ShamsDental,,,37498255588,37499255588,,,
«ԱՐՏ ԴԵՆՏ» (ԱՐԹՈՒՐ ԳԻՆՈՍՅԱՆ անհատ ձեռներեց),Հայաստան, 0075, Երևան,"Ազատամարտիկների պող., 38/3 շենք",(Էրեբունի վարչ. շրջան),37410433255,37441325522,Spyur,,,,,,,,
«ԷԼՄԱ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, 0052, Երևան,"Ռուբինյանց փող., 47/1 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37410240536,37495240536,Spyur,,,,,,,,
«Լ.Ա.Ռ.Ա. ՍՏՈՄ»,Հայաստան, 0038, Երևան,"Լենինգրադյան փող., 4/13 շենք",(Աջափնյակ վարչ. շրջան),37493214582,37410381224,Spyur,https://www.facebook.com/larastom,,,,,,,
«ՏԱՏ ԴԵՆՏ»,Հայաստան, 0028, Երևան,"Կիևյան փող., 18/2 շենք",(Արաբկիր վարչ. շրջան),37410262254,,Spyur,,,,,,,,
«ԱՐՏԻԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0001, Երևան,"Ավագ Պետրոսյան փող., 13 շենք",(Կենտրոն վարչ. շրջան),37491474169,,Spyur,,,,,,,,
ՎԼԱԴԻՄԻՐ ԴԱՎԴՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0096, Երևան,"Թոթովենցի փող., 13 շենք, 1-ին մուտք",(Նոր Նորք վարչ. շրջան),37498571218,,Spyur,,,,,,,,
ՍԱՄՎԵԼ ՄՈՍԻԿՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0096, Երևան,"Նոր Նորքի 2-րդ զանգված, Մոլդովական փող., 29/6 շենք, շինություն 1",(Նոր Նորք վարչ. շրջան),37491482051,37477760043,Spyur,,,,,,,,
«ԽԱՉՈՒՄՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0076, Երևան,"Բակունցի փող. 1-ին նրբ., 3/2 շենք",(Նոր Նորք վարչ. շրջան),37444471111,,https://khachumyan.com,,,,,,,,
«ՋԻ ԷՅ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0014, Երևան,"Ազատության պող., 25/20 շենք",(Արաբկիր վարչ. շրջան),37410234158,37499770303,Spyur,https://www.facebook.com/geras.alikhanyan6,,,,,,,
«ԱԲՐԱՀԱՄՅԱՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0054, Երևան,"Դավթաշեն, 2-րդ թաղամաս, 39 շենք, տարածք 37",(Դավթաշեն վարչ. շրջան),37498040546,37494891289,Spyur,https://www.facebook.com/abrahamyandental,,,,,,,
«ՎԱՐԴ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0078, Երևան,"Բաշինջաղյան փող. 2-րդ նրբ., 93 շինություն",(Աջափնյակ վարչ. շրջան),37494661550,,Spyur,https://www.facebook.com/VardDent/,,,,,,,
«Ե. ՄԱԼԽԱՍՅԱՆ» ԿԼԻՆԻԿԱ,Հայաստան, 3126, Շիրակի մարզ,"58-րդ թաղամաս, Պարույր Սևակի փող., 7ա շենք",,37494904924,,Spyur,,,,,,,,
«ՀՈՎԱ ԴԵՆՏ»,Հայաստան, Շիրակի մարզ, Գյումրի,"Անի թաղամաս, 9-րդ փողոց, 5ա շենք, բն.4",,37493211118,37491211118,Spyur,,,,,,,,
«ՎԱՐՁԵԼՅԱՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԵՆՏՐՈՆ,Հայաստան, Շիրակի մարզ, Գյումրի,"Մովսես Խորենացու փող., 8 շենք",,37498213010,37494673377,Spyur,https://www.facebook.com/vardzelyandentalclinic,,,,,,,
«ԷՎԱ ԴԵՆՏ»,Հայաստան, Լոռու մարզ, Վանաձոր,"Աղայան փող., 82 շենք",(Վանաձոր համայնք),37494488800,37432228800,Spyur,https://www.facebook.com/evadent82/,,,,,,,
«ՎԱՆ ԲԻԶՆԵՍ-ԿԵՆՏՐՈՆ» փակ բաժնետիրական ընկերություն (ՓԲԸ),Հայաստան, 0002, Երևան,"Թումանյան փող., 23 շենք",(Կենտրոն վարչ. շրջան),37410538581,,Spyur,,,,,,,,
«ՀԱՄԱՍՓՅՈՒՌ ԴԵՆՏ» ՇՈՒՐՋՕՐՅԱ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԵՎ ԿՈՍՄԵՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0015, Երևան,"Մովսես Խորենացու փող., 12 շենք, 1-ին հարկ",(Կենտրոն վարչ. շրջան),37455336591,37491336591,https://hamaspyur-dent.business.site,https://www.facebook.com/N1Dent,,,,,,,
«ՔԵՇԻՇՅԱՆ» ԷՍԹԵՏԻԿ ԱՏԱՄՆԱԲՈՒԺՈՒԹՅԱՆ ԿԼԻՆԻԿԱ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 0010, Երևան,"Աբովյան փող., 2/5 շենք",(Կենտրոն վարչ. շրջան),37411550501,,Spyur,https://www.facebook.com/keshishiandentalclinic,,,,,,,
«ՅՈՒՐԻ ԿԻՐԱԿՈՍՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0028, Երևան,"Կիևյան փող., 2 շենք",(Արաբկիր վարչ. շրջան),37410273568,,Spyur,,,,,,,,
«ՍՏՈՄ ՑԵՆՏՐԱԼ»,Հայաստան, 2021, Լոռու մարզ,"Տիգրան Մեծի պող., 38/47 շենք",(Վանաձոր համայնք),37432225500,37491427159,Spyur,https://www.facebook.com/kentrondent/,,,,,,,
«ՎԱՆՄԱՔՍ ՌԵՅ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, 2002, Լոռու մարզ,"Վարդանանց փող., 122-1/1 շենք",(Վանաձոր համայնք),37499075575,37432275575,http://www.dimax-ray.com,https://www.facebook.com/Vanmaxray/,,,,,,,
«ԵՐԵՎԱՆ ԴԵՆՏԱԼ ԿԼԻՆԻԿ»,Հայաստան, 0002, Երևան,"Մաշտոցի պող., 40 շենք",(Կենտրոն վարչ. շրջան),37411470770,,Spyur,https://www.facebook.com/Yerevan-Dental-Clinic-328468344390203,,,,,,,
«ՆՈՐ ԺՊԻՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0070, Երևան,"Երվանդ Քոչարի փող., 24/3 շենք",(Կենտրոն վարչ. շրջան),37477790995,37499799995,Spyur,https://www.facebook.com/norjpitdental/,,,,,,,
«ՄԻՀՐԱՆ ԿԱՐԱՊԵՏՅԱՆ - ԱՏԱՄՆԱԲՈՒՅԺ»,Հայաստան, 0002, Երևան,"Մաշտոցի պող., 40 շենք («Երևան Դենտալ Կլինիկի» տարածքում)",(Կենտրոն վարչ. շրջան),37477484342,,Spyur,https://www.facebook.com/%D4%B1%D5%BF%D5%A1%D5%B4%D5%B6%D5%A1%D5%A2%D5%B8%D6%82%D5%B5%D5%AA-%D5%84%D5%AB%D5%B0%D6%80%D5%A1%D5%B6-%D4%BF%D5%A1%D6%80%D5%A1%D5%BA%D5%A5%D5%BF%D5%B5%D5%A1%D5%B6-745713292235945/,,,,,,,
«ԲԻ.ԷՄ.ԷՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0015, Երևան,"Պարոնյան փող., 4/1 շենք",(Կենտրոն վարչ. շրջան),37433645444,37494409893,Spyur,https://www.facebook.com/bmsdent,,,,,,,
ՄՈՒՐԱԶ ԳՐԻԳՈՐՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0005, Երևան,"Տիգրան Մեծի պող., 48/3 շենք",(Էրեբունի վարչ. շրջան),37494023626,,Spyur,,,,,,,,
«ՄԵՆՈՒԱ ԴԵՆՏ»,Հայաստան, 0034, Երևան,"Սվաճյան փող., 50/5 շենք",(Մալաթիա-Սեբաստիա վարչ. շրջան),37493503517,37491503517,Spyur,https://www.facebook.com/profile.php?id=100008392698544,,,37455503517,37410743517,,,
«ՕՐԹՈ ԼԱՅՆ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0012, Երևան,"Հրաչյա Քոչարի փող., 11 շենք",(Արաբկիր վարչ. շրջան),37441707030,37411707030,Spyur,https://www.facebook.com/vardan.hovhannisyan.ortholine,,,,,,,
«ԱՅԴԻՆՅԱՆ ԴԵՆՏԱԼ ԿԼԻՆԻԿ»,Հայաստան, 0014, Երևան,"Հրաչյա Ներսիսյան փող., 4 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37444320505,,Spyur,https://www.facebook.com/AydinyanDC,,,,,,,
ՀԱՅԿ ԲԱԲԱՅԱՆ անհատ ձեռներեց (ԱՁ),Հայաստան, 0018, Երևան,"Մովսես Խորենացու փող., 110/1 շենք",(Կենտրոն վարչ. շրջան),37410571133,,Spyur,,,,,,,,
«ԴԵՆՏԱՐՏԻՍ»,Հայաստան, 0015, Երևան,"Պարոնյան փող., 4/1 շենք",(Կենտրոն վարչ. շրջան),37410535501,,Spyur,,,,,,,,
«ՈՒԱՅԹ ԲՐԻՋ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0012, Երևան,"Կոմիտասի պող., 5ա շենք",(Արաբկիր վարչ. շրջան),37499302320,37499041411,Spyur,https://www.facebook.com/whitebridgedental/,,,,,,,
«ՎԻՎԱԼԴԻ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0002, Երևան,"Մաշտոցի պող., 31 շենք",(Կենտրոն վարչ. շրջան),37411676666,,Spyur,https://www.facebook.com/vivaldi001/,,,,,,,
«ԴԵՆՏ ԻՔՍ» (ՄԱՆՎԵԼ ՍՈՂՈՄՈՆՅԱՆ անհատ ձեռներեց),Հայաստան, Երևան,,,,37410441327,37455525295,Spyur,,,,,,,,
«ԱՐՇԱԿՅԱՆ ԷՍՏԵՏԻԿՍ ԴԵՆՏԱԼ ԼԱԲ»,Հայաստան, 0096, Երևան,"Նոր Նորքի 2-րդ զանգված, Մոլդովական փող., 29/6 շենք",(Նոր Նորք վարչ. շրջան),37411299288,,Spyur,,,,,,,,
«Վ.Ն.Վ.» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37491355700,,Spyur,https://www.facebook.com/V.N.V.DENTAL,,,,,,,
«ՄԱԳԱ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արմավիրի մարզ, Էջմիածին,"Չարենցի փող., 5/71 շենք",(Վաղարշապատ համայնք),37494043892,,Spyur,https://www.facebook.com/yourcare888,,,,,,,
«ՄԱՅԻԼՅԱՆՍ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0099, Երևան,"Լենինգրադյան փող., 42 շենք",(Աջափնյակ վարչ. շրջան),37477422019,,Spyur,https://www.facebook.com/mailyansdental,,,,,,,
«ՍՄԱՅԼ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0602, Արարատի մարզ,"Աբովյան փող., 8/8 շենք",(Արարատ համայնք),37493884487,37441884494,Spyur,https://www.facebook.com/SmileDentClinicArarat,,,,,,,
«ՔԵՅ ՌԵՅ»,Հայաստան, 0056, Երևան,"Նանսենի փող., 13 շենք",(Նոր Նորք վարչ. շրջան),37412224228,,Spyur,https://www.facebook.com/krayclinic/,,,,,,,
«ԱՔՍԻՈՄ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Երևան,,,,37411211511,37441411711,Spyur,,,,,,,,
«ԱՏԱՄ» ԷՍԹԵՏԻԿ ՍՏՈՄԱՏՈԼՈԳԻԱՅԻ ԿԵՆՏՐՈՆ,Հայաստան, 0054, Երևան,"Դավթաշեն, 1-ին թաղամաս, 36/10 շենք",(Դավթաշեն վարչ. շրջան),37443711222,,Spyur,https://www.facebook.com/atamesthet,,,,,,,
«ԷԼԱՆԺ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37410247024,,Spyur,https://www.facebook.com/elangedental,,,,,,,
«ԱՐՏ ԿԼԻՆԻԿ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Արարատի մարզ, Արտաշատ,"Իսակովի փող., 70/12 շենք, 1-ին հարկ",(Արտաշատ համայնք),37498555121,37498398998,Spyur,,,,,,,,
«ՄԱՅ ՖԵՄԸԼԻ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արարատի մարզ, Արարատ,"Սպանդարյան փող., 3/5 շենք",(Արարատ համայնք),37493444015,,Spyur,https://www.facebook.com/My-Family-Dental-Clinic-101210785519149,,,,,,,
«ՄԱՐԻ ԿԼԻՆԻԿ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37495315050,,Spyur,,,,,,,,
«ԱՆՏՈՆՅԱՆ» ԱՏԱՄՆԱԲՈՒԺՈՒԹՅԱՆ ԵՎ ԿՈՍՄԵՏՈԼՈԳԻԱՅԻ ԿԵՆՏՐՈՆ,Հայաստան, 0012, Երևան,"Արամ Խաչատրյան փող., 22 շենք",(Արաբկիր վարչ. շրջան),37495211211,37410222853,Spyur,,,,,,,,
«ԻԴԼ'Ս» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0051, Երևան,"Կոմիտասի պող., 44/2 շենք",(Արաբկիր վարչ. շրջան),,37495647136,Spyur,,,,37495647137,,,,
«ԻՄՊԵՐԻԱԼ ԻՄՊԼԱՆՏ ԿԵՆՏՐՈՆ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0012, Երևան,"Վահրամ Փափազյան փող., 29 շենք",(Արաբկիր վարչ. շրջան),37410320105,,Spyur,https://www.facebook.com/IMIMCE/,,,,,,,
«ԷՅ ԸՆԴ ԷՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37411755090,,Spyur,https://www.facebook.com/DentalClinicAS,,,,,,,
«ԱՍ ԴԵՆՏ»,Հայաստան, Երևան,,,,37496747788,,Spyur,,,,,,,,
«ՕՐԹՈԼՅՈՒՔՍ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37493401856,37491401856,Spyur,,,,,,,,
«ԼԱՔՇՐԻ ՍՄԱՅԼ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0076, Երևան,"Նոր Նորքի 4-րդ զանգված, Գյուլիքեխվյան փող., 10 շենք",(Նոր Նորք վարչ. շրջան),37498921010,37496921010,Spyur,,,,,,,,
«ՀԵԼԻՈ ԴԵՆՏ» ՇՈՒՐՋՕՐՅԱ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0033, Երևան,"Վիկտոր Համբարձումյան փող., 3 շենք",(Արաբկիր վարչ. շրջան),37477263463,,Facebook,,,,,,,,
«ԷՄ ԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Երևան,,,,37499707272,37496707272,Spyur,,,,,,,,
«ՎԱՆ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Արարատի մարզ, Արևշատ գյուղ,"Մուրացանի փող., 42",(Արտաշատ համայնք),37477182292,37455120230,Spyur,https://www.facebook.com/david.karapetyan.18062,,,,,,,
«ԼԻԲՐԱԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0002, Երևան,"Սարյան փող., 25 շենք",(Կենտրոն վարչ. շրջան),37410563536,,Spyur,,,,,,,,
«ԶԵԹԷՅ ԴԵՆՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Կոտայքի մարզ, Հրազդան,"Սահմանադրության հրպ., 14 շենք",(Հրազդան համայնք),37493333582,37493260252,Spyur,https://www.facebook.com/stomatologicalcenter/,,,,,,,
«ՌԱՖԱՅԵԼ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Երևան,,,,37410424177,37491546700,Spyur,,,,,,,,
«ՅՈՒՆԻ ՍՏՈՄ»,Հայաստան, 0033, Երևան,"Վիկտոր Համբարձումյան փող., 6 շենք",(Արաբկիր վարչ. շրջան),37493352853,37498735168,Spyur,https://www.facebook.com/unistomarmenia,,,,,,,
«ԺՊԻՏ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Լոռու մարզ, Վանաձոր,"Գրիգոր Լուսավորչի փող., 54ա1 շենք",(Վանաձոր համայնք),37432220502,,Spyur,https://www.facebook.com/ZpitStomatologiakanKlinika,,,,,,,
«ԲԵԼԼԻՍՍԻՄՈ» ԱՏԱՄՆԱԲՈՒԺԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0054, Երևան,"Դավթաշեն, 4-րդ թաղամաս, 2ա շենք",(Դավթաշեն վարչ. շրջան),37410360010,,Spyur,https://www.facebook.com/Bellissimo-Dental-Clinic-104907408274611,,,,,,,
«ԱՆԴՐԵԱՍՅԱՆ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ ԵՎ ԿՈՍՄԵՏՈԼՈԳԻԱՅԻ ԿԵՆՏՐՈՆ,Հայաստան, Արմավիրի մարզ, Էջմիածին,"Վազգեն Առաջինի փող., 10ա շենք",(Վաղարշապատ համայնք),37498040848,37498040800,Spyur,https://www.facebook.com/andreasyandentalclinic/,,,37423140402,,,,
«ԻՍՈԴԵՆՏ» ՇՈՒՐՋՕՐՅԱ ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, 0005, Երևան,"Արցախի պող., 13/5 շենք",(Էրեբունի վարչ. շրջան),37498351919,,Spyur,https://www.facebook.com/IsoDentClinic,,,,,,,
«ՍԱՅԱՄՅԱՆՍ ՍԱՄԻԿԻ ԿԼԻՆԻԿԱ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Երևան,,,,37491522034,,Spyur,,,,,,,,
ԼԱՐԻՍԱ ՔԱԼԱՇՅԱՆ անհատ ձեռնարկատեր (ԱՁ),Հայաստան, 0005, Երևան,"Արցախի պող., 13/5 շենք",(Էրեբունի վարչ. շրջան),37498351919,,Spyur,,,,,,,,
«ԲԵՐԱԿՉՅԱՆ ԴԵՆՏ»,Հայաստան, 0069, Երևան,"Պարույր Սևակի փող., 51/9 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),37491574387,,Spyur,https://www.facebook.com/profile.php?id=100063518832942,,,,,,,
ՀՐԱՉՅԱ ՕՀԱՆՅԱՆ անհատ ձեռնարկատեր (ԱՁ),Հայաստան, Երևան,,,,37477899821,37433899821,Spyur,https://www.facebook.com/Dr.HrachyaOhanyan/,,,,,,,
«ԴԵՆՏԱԼ ՊՐՈՏԵԿՏ» (ՀԱԿՈԲ ԲԱՐՍԵՂՅԱՆ անհատ ձեռներեց),Հայաստան, 0012, Երևան,"Կոմիտասի պող., 7/1 շենք",(Արաբկիր վարչ. շրջան),37444262211,37410262211,Spyur,https://www.facebook.com/dentalprotectandaesthetics/,,,,,,,
«ԱՎԵԴԵՆՏ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, 0039, Երևան,"Արտաշիսյան փող., 40/8 շենք",(Շենգավիթ վարչ. շրջան),37410461266,37494828249,Spyur,https://www.facebook.com/praxis.avedent,,,,,,,
«ՌԵԼԱՔՍ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),Հայաստան, Կոտայքի մարզ, Աբովյան,"Ս. Մնացականյան փող., 48 շենք",(Աբովյան համայնք),37455911011,37496017517,Spyur,https://www.facebook.com/relaxdentalofficial,,,,,,,
«ԱՐ ԷՍ ՔԵՅ ԷՅ ԴԵՆՏԱԼ ԱՐՏ-ՍՏՈՒԴԻՈ» ԱՏԱՄՆԱԲՈՒԺԱՐԱՆ,Հայաստան, Երևան,,,,37411792244,37494479977,http://dentartstudio.com/,,,,37444792244,,,,
«ԱՔՍԷՌ» ՍՏՈՄԱՏՈԼՈԳԻԱԿԱՆ ԿԼԻՆԻԿԱ,Հայաստան, Կոտայքի մարզ, Աբովյան,"Հատիսի փող., 1/73 շենք",(Աբովյան համայնք),37493670566,37455670566,Spyur,https://www.facebook.com/aqserabovyan/,,,,,,,
